MINI,MISC,Mitsubishi,Morgan,Nissan,Oldsmobile,Plymouth,Pontiac,Porsche,RAM,Rolls-Royce
2012 Saab 9-3,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC20SSC011A0101.jpg,20 City / 33 Hwy,5 Passengers,6-spd man w/OD,220 @ 5300 rpm,front-wheel,"['2.0L I-4 Engine', '6-spd man w/OD Transmission', '220 @ 5,300 rpm Horsepower', '258 @ 2,500 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'AM/FM/Satellite, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front and rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver Lumbar support']"
2012 Saab 9-3X,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC20SSC014A0101.jpg,30 City / 20 Hwy,5 Passengers,6-spd auto w/OD,220 @ 5300 rpm,all wheel,"['2.0L I-4 Engine', '6-spd auto w/OD Transmission', '220 @ 5,300 rpm Horsepower', '258 @ 2,500 rpm Torque', 'all wheel Drive type', 'ABS and driveline Traction control', '17"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'AM/FM/Satellite, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front and rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver Lumbar support']"
2011 Saab 9-3,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC10SBC031B0101.jpg,21 City / 31 Hwy,5 Passengers,6-spd man w/OD,210 @ 5500 rpm,front-wheel,"['2.0L I-4 Engine', '6-spd man w/OD Transmission', '210 @ 5,500 rpm Horsepower', '221 @ 2,500 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'AM/FM/Satellite-prep, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver Lumbar support']"
2011 Saab 9-3,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC10SBC031B0101.jpg,21 City / 31 Hwy,5 Passengers,6-spd man w/OD,210 @ 5500 rpm,front-wheel,"['2.0L I-4 Engine', '6-spd man w/OD Transmission', '210 @ 5,500 rpm Horsepower', '221 @ 2,500 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'AM/FM/Satellite-prep, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver Lumbar support']"
2007 Saleen S7,7.0LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB70SLC011A0101.jpg,10 City / 17 Hwy,2 Passengers,6-spd man w/OD,750 @ 6300 rpm,rear-wheel,"['7.0L V-8 Engine', '6-spd man w/OD Transmission', '750 @ 6,300 rpm Horsepower', '700 @ 4,800 rpm Torque', 'rear-wheel Drive type', '19"" silver forged aluminum Wheels', 'front air conditioning, manual', 'AM/FM/Satellite, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'suede/leather Seat trim', 'Parking assist']"
2006 Saleen S7,7.0LV-8,https://s.aolcdn.com/commerce/autodata/images/60SLGEB1.jpg,10 City / 17 Hwy,2 Passengers,6-spd man w/OD,750 @ 6300 rpm,rear-wheel,"['7.0L V-8 Engine', '6-spd man w/OD Transmission', '750 @ 6,300 rpm Horsepower', '700 @ 4,800 rpm Torque', 'rear-wheel Drive type', '19"" silver forged aluminum Wheels', 'front air conditioning, manual', 'AM/FM/Satellite, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'suede/leather Seat trim', 'Parking assist']"
2005 Saleen S7,7.0LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB50SLC011A01300.jpg,10 City / 17 Hwy,2 Passengers,6-spd man w/OD,750 @ 6300 rpm,rear-wheel,"['7.0L V-8 Engine', '6-spd man w/OD Transmission', '750 @ 6,300 rpm Horsepower', '700 @ 4,800 rpm Torque', 'rear-wheel Drive type', '19"" silver forged aluminum Wheels', 'front air conditioning, manual', 'AM/FM/Satellite, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'suede/leather Seat trim', 'Parking assist']"
2004 Saleen S7,7.0LV-8,https://s.aolcdn.com/os/ab/img/icons/image_unavailable_376x212.png,10 City / 17 Hwy,2 Passengers,6-spd man w/OD,575 @ 6400 rpm,rear-wheel,"['7.0L V-8 Engine', '6-spd man w/OD Transmission', '575 @ 6,400 rpm Horsepower', '570 @ 4,000 rpm Torque', 'rear-wheel Drive type', '19"" silver forged aluminum Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'suede/leather Seat trim', 'Parking assist']"
2009 Saturn Astra,1.8LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAB90SAC281A0101.jpg,24 City / 32 Hwy,5 Passengers,5-spd man w/OD,138 @ 6300 rpm,front-wheel,"['1.8L I-4 Engine', '5-spd man w/OD Transmission', '138 @ 6,300 rpm Horsepower', '125 @ 3,800 rpm Torque', 'front-wheel Drive type', '16"" steel Wheels', 'AM/FM stereo, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'Rainsense Windshield wipers - rain sensing', 'cloth Seat trim']"
2009 Saturn Aura,2.4LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAB90SAC251A0101.jpg,22 City / 33 Hwy,5 Passengers,6-spd w/OD,169 @ 6400 rpm,front-wheel,"['2.4L I-4 Engine', '6-spd w/OD Transmission', '169 @ 6,400 rpm Horsepower', '160 @ 4,500 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" steel Wheels', 'front air conditioning, manual', 'XM AM/FM/Satellite, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'cloth Seat trim', 'driver Lumbar support']"
