Car-Name,Engine,Image,MPG,Seating,Transmission,Power,Drivetrain,Features
2007 Morgan Aero8,4.4LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB70MOC021A01300.jpg,14 City / 30 Hwy,2 Passengers,6-spd man,325 @ 6100 rpm,rear-wheel,"['4.4L V-8 Engine', '6-spd man Transmission', '325 @ 6,100 rpm Horsepower', '330 @ 3,600 rpm Torque', 'rear-wheel Drive type', '18"" painted forged aluminum Wheels', 'front air conditioning, manual', 'radio prep Radio', 'keyfob (all doors) Remote keyless entry', 'manual Convertible top', 'leather Seat trim']"
2006 Morgan Aero8,4.4LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB60MOC021A01300.jpg,14 City / 30 Hwy,2 Passengers,6-spd man,325 @ 6100 rpm,rear-wheel,"['4.4L V-8 Engine', '6-spd man Transmission', '325 @ 6,100 rpm Horsepower', '330 @ 3,600 rpm Torque', 'rear-wheel Drive type', '18"" silver Rimstock forged aluminum Wheels', 'front air conditioning, manual', 'radio prep Radio', 'keyfob (all doors) Remote keyless entry', 'manual Convertible top', 'leather Seat trim']"
2019 Nissan Frontier,2.5LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90NIT121A121001.jpg,19 City / 23 Hwy,4 Passengers,5-spd man w/OD,152 @ 5200 rpm,rear-wheel,"['2.5L I-4 Engine', '5-spd man w/OD Transmission', '152 @ 5,200 rpm Horsepower', '171 @ 4,400 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '15"" silver styled steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', '1st row LCD monitor', 'cloth Seat trim']"
2019 Nissan Pathfinder,3.5LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70NIS071A021001.jpg,20 City / 27 Hwy,7 Passengers,Xtronic 2-spd CVT w/OD,284 @ 6400 rpm,front-wheel,"['3.5L V-6 Engine', 'Xtronic 2-spd CVT w/OD Transmission', '284 @ 6,400 rpm Horsepower', '259 @ 4,800 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '18"" machined w/painted accents aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'cloth Seat trim', 'driver Lumbar support', '50-50 bench Third row seats', 'Parking assist']"
2019 Nissan GT-R,3.8LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAC70NIC131A021001.jpg,16 City / 22 Hwy,4 Passengers,6-spd auto-shift man w/OD,565 @ 6800 rpm,all wheel,"['3.8L V-6 Engine', '6-spd auto-shift man w/OD Transmission', '565 @ 6,800 rpm Horsepower', '467 @ 3,300 rpm Torque', 'all wheel Drive type', 'ABS and driveline Traction control', '20"" painted RAYS forged aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'simulated suede/leather Seat trim', 'Navigation system', 'Parking assist']"
2019 Nissan NV200,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80NIV191B021001.jpg,24 City / 26 Hwy,2 Passengers,Xtronic 2-spd CVT w/OD,131 @ 5600 rpm,front-wheel,"['2.0L I-4 Engine', 'Xtronic 2-spd CVT w/OD Transmission', '131 @ 5,600 rpm Horsepower', '139 @ 4,800 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '15"" silver steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', '1st row LCD monitor', 'cloth/vinyl Seat trim', 'driver Lumbar support']"
2004 Oldsmobile Alero,2.2LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB40OLC111C0101.jpg,24 City / 34 Hwy,5 Passengers,4-spd auto w/OD,140 @ 5600 rpm,front-wheel,"['2.2L I-4 Engine', '4-spd auto w/OD Transmission', '140 @ 5,600 rpm Horsepower', '150 @ 4,000 rpm Torque', 'front-wheel Drive type', '15"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2004 Oldsmobile Bravada,4.2LI-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB40OLS012A0101.jpg,16 City / 21 Hwy,5 Passengers,4-spd auto w/OD,275 @ 6000 rpm,rear-wheel,"['4.2L I-6 Engine', '4-spd auto w/OD Transmission', '275 @ 6,000 rpm Horsepower', '275 @ 3,600 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '17"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'AM/FM stereo, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'Heated mirrors', 'leather Seat trim', 'driver and passenger Lumbar support']"
2004 Oldsmobile Silhouette,3.4LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB40OLV011B0101.jpg,19 City / 26 Hwy,7 Passengers,4-spd auto w/OD,185 @ 5200 rpm,front-wheel,"['3.4L V-6 Engine', '4-spd auto w/OD Transmission', '185 @ 5,200 rpm Horsepower', '210 @ 4,000 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver aluminum Wheels', 'front air conditioning, manual', 'rear air conditioning, with separate controls', 'AM/FM stereo, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'Heated mirrors', 'cloth Seat trim', '50-50 split-bench Third row seats']"
2003 Oldsmobile Alero,2.2LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB30OLC111C0101.jpg,24 City / 32 Hwy,5 Passengers,4-spd auto w/OD,140 @ 5600 rpm,front-wheel,"['2.2L I-4 Engine', '4-spd auto w/OD Transmission', '140 @ 5,600 rpm Horsepower', '150 @ 4,000 rpm Torque', 'front-wheel Drive type', '15"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2001 Plymouth Neon,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB10PDC051A0101.jpg,27 City / 33 Hwy,5 Passengers,5-spd man w/OD,132 @ 5600 rpm,front-wheel,"['2.0L I-4 Engine', '5-spd man w/OD Transmission', '132 @ 5,600 rpm Horsepower', '130 @ 4,600 rpm Torque', 'front-wheel Drive type', '14"" black steel Wheels', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2001 Plymouth Prowler,3.5LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USB10PDC061A0101.jpg,17 City / 23 Hwy,2 Passengers,4-spd w/OD,253 @ 6400 rpm,rear-wheel,"['3.5L V-6 Engine', '4-spd w/OD Transmission', '253 @ 6,400 rpm Horsepower', '255 @ 3,950 rpm Torque', 'rear-wheel Drive type', '17"" chrome aluminum Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'manual Convertible top', 'leather Seat trim']"
2000 Plymouth Breeze,2.0LI-4,https://s.aolcdn.com/commerce/autodata/images/00PLGEB1.jpg,26 City / 37 Hwy,5 Passengers,5-spd man w/OD,132 @ 5600 rpm,front-wheel,"['2.0L I-4 Engine', '5-spd man w/OD Transmission', '132 @ 5,600 rpm Horsepower', '130 @ 4,600 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2000 Plymouth Grand Voyager,3.0LV-6,https://s.aolcdn.com/commerce/autodata/images/00PLGEE2.jpg,18 City / 25 Hwy,7 Passengers,4-spd auto w/OD,150 @ 5200 rpm,front-wheel,"['3.0L V-6 Engine', '4-spd auto w/OD Transmission', '150 @ 5,200 rpm Horsepower', '176 @ 4,000 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim', 'bench Third row seats']"
2010 Pontiac G3,1.6LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAC00POC312B0101.jpg,27 City / 34 Hwy,5 Passengers,5-spd man w/OD,108 @ 6400 rpm,front-wheel,"['1.6L I-4 Engine', '5-spd man w/OD Transmission', '108 @ 6,400 rpm Horsepower', '105 @ 4,000 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'front Fog/driving lights', 'cloth Seat trim', 'driver Lumbar support']"
2010 Pontiac G6,2.4LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAC00POC121A0101.jpg,22 City / 30 Hwy,5 Passengers,4-spd auto w/OD,169 @ 6400 rpm,front-wheel,"['2.4L I-4 Engine', '4-spd auto w/OD Transmission', '169 @ 6,400 rpm Horsepower', '160 @ 5,000 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" silver steel Wheels', 'front air conditioning, manual', 'XM AM/FM/Satellite, seek-scan Radio', 'cloth Seat trim', 'driver Lumbar support']"
2010 Pontiac Vibe,1.8LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAC00POC101A0101.jpg,26 City / 32 Hwy,5 Passengers,5-spd man w/OD,132 @ 6000 rpm,front-wheel,"['1.8L I-4 Engine', '5-spd man w/OD Transmission', '132 @ 6,000 rpm Horsepower', '128 @ 4,400 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" steel Wheels', 'XM AM/FM/Satellite, seek-scan Radio', 'cloth Seat trim']"
2009 Pontiac G3,1.6LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAB90POC142B0101.jpg,27 City / 34 Hwy,5 Passengers,5-spd man w/OD,106 @ 6400 rpm,front-wheel,"['1.6L I-4 Engine', '5-spd man w/OD Transmission', '106 @ 6,400 rpm Horsepower', '105 @ 3,800 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'front Fog/driving lights', 'cloth Seat trim', 'driver Lumbar support']"
2019 Porsche 911,3.8LH-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70PRC011A021001.jpg,19 City / 24 Hwy,4 Passengers,7-spd auto-shift man w/OD,540 @ 6400 rpm,all wheel,"['3.0L H-6 Engine', '7-spd man w/OD Transmission', '370 @ 6,500 rpm Horsepower', '331 @ 1,700 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '19"" silver forged aluminum Wheels', 'front air conditioning, dual zone automatic', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'Navigation system', 'ParkAssist Parking assist']"
2019 Porsche Panamera Sport Turismo,3.0LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80PRC172C021001.jpg,19 City / 26 Hwy,5 Passengers,8-spd auto-shift man w/OD,330 @ 5400 rpm,all wheel,"['3.0L V-6 Engine', '8-spd auto-shift man w/OD Transmission', '330 @ 5,400 rpm Horsepower', '331 @ 1,340 rpm Torque', 'all wheel Drive type', 'ABS and driveline Traction control', '1st row exterior express open/close sliding and tilting glass Sunroof', '19"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '3 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'Navigation system', 'ParkAssist Parking assist']"
2019 Porsche Cayenne E-Hybrid,V-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90PRS041A021001.jpg, City /  Hwy,5 Passengers,8-spd w/OD,335 @ 5300 rpm,all wheel,"['3.0L V-6 Engine', '8-spd w/OD Transmission', '335 @ 5,300 rpm Horsepower', '332 @ 1,340 rpm Torque', 'all wheel Drive type', 'ABS and driveline Traction control', '19"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'front and rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leatherette Seat trim', 'Navigation system', 'ParkAssist Parking assist']"
2019 Porsche 718 Boxster,2.0LH-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70PRC151A021001.jpg,21 City / 28 Hwy,2 Passengers,6-spd man w/OD,300 @ 6500 rpm,rear-wheel,"['2.0L H-4 Engine', '6-spd man w/OD Transmission', '300 @ 6,500 rpm Horsepower', '280 @ 1,950 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '18"" silver aluminum Wheels', 'front air conditioning, manual', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'power Convertible top', 'leather/leatherette Seat trim', 'Parking assist']"
2019 RAM 1500,V-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90RMT113C021001.jpg,20 City / 26 Hwy,5 Passengers,8-spd auto w/OD,305 @ 6400 rpm,rear-wheel,"['5.7L V-8 Engine', '8-spd auto w/OD Transmission', '395 @ 5,600 rpm Horsepower', '410 @ 3,950 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '18"" argent styled steel Wheels', 'front air conditioning, manual', 'AM/FM/Satellite-prep, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'vinyl Seat trim']"
2019 RAM ProMaster City,2.4LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90RMV061A021001.jpg,21 City / 28 Hwy,2 Passengers,9-spd auto w/OD,178 @ 6400 rpm,front-wheel,"['2.4L I-4 Engine', '9-spd auto w/OD Transmission', '178 @ 6,400 rpm Horsepower', '174 @ 3,800 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'cloth Seat trim']"
2019 RAM 3500,6.4LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90RMT133A021001.jpg, City /  Hwy,3 Passengers,8-spd auto w/OD,410 @ 5600 rpm,rear-wheel,"['6.4L V-8 Engine', '8-spd auto w/OD Transmission', '410 @ 5,600 rpm Horsepower', '429 @ 4,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '18"" silver styled steel Wheels', 'front air conditioning, manual', 'AM/FM/Satellite-prep, seek-scan Radio', '1st row LCD monitor', 'vinyl Seat trim']"
2019 RAM 2500,6.4LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAC90RMT122B021001.jpg, City /  Hwy,3 Passengers,8-spd auto w/OD,410 @ 5600 rpm,rear-wheel,"['6.4L V-8 Engine', '8-spd auto w/OD Transmission', '410 @ 5,600 rpm Horsepower', '429 @ 4,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '17"" silver styled steel Wheels', 'front air conditioning, manual', 'AM/FM/Satellite-prep, seek-scan Radio', '1st row LCD monitor', 'vinyl Seat trim']"
2019 Rolls-Royce Phantom,6.8LV-12,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80RRC041A01300.jpg,12 City / 20 Hwy,5 Passengers,8-spd auto w/OD,563 @ 5000 rpm,rear-wheel,"['6.8L V-12 Engine', '8-spd auto w/OD Transmission', '563 @ 5,000 rpm Horsepower', '664 @ 1,700 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '21"" painted forged aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver and passenger Lumbar support', 'Navigation system', 'Parking assist']"
2019 Rolls-Royce Dawn,6.6LV-12,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC60RRC091A01295.jpg,12 City / 18 Hwy,4 Passengers,8-spd auto w/OD,563 @ 5250 rpm,rear-wheel,"['6.6L V-12 Engine', '8-spd auto w/OD Transmission', '563 @ 5,250 rpm Horsepower', '605 @ 1,500 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '20"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'power Convertible top', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver and passenger Lumbar support', 'Navigation system', 'Parking assist']"
2019 Rolls-Royce Ghost,6.6LV-12,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC50RRC071A01300.jpg,12 City / 18 Hwy,5 Passengers,8-spd auto w/OD,563 @ 5250 rpm,rear-wheel,"['6.6L V-12 Engine', '8-spd auto w/OD Transmission', '563 @ 5,250 rpm Horsepower', '605 @ 1,500 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '19"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver and passenger Lumbar support', 'Navigation system', 'Parking assist']"
