Car-Name,Engine,Image,MPG,Seating,Transmission,Power,Drivetrain,Features
2019 Chevrolet Equinox,1.5LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80CHS151B021001.jpg,26 City / 32 Hwy,5 Passengers,6-spd auto w/OD,170 @ 5600 rpm,front-wheel,"['1.5L I-4 Engine', '6-spd auto w/OD Transmission', '170 @ 5,600 rpm Horsepower', '203 @ 2,000 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" silver aluminum Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'premium cloth Seat trim']"
2019 Chevrolet Tahoe,5.3LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80CHS111A021001.jpg,15 City / 22 Hwy,8 Passengers,6-spd auto w/OD,355 @ 5600 rpm,rear-wheel,"['5.3L V-8 Engine', '6-spd auto w/OD Transmission', '355 @ 5,600 rpm Horsepower', '383 @ 4,100 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '18"" polished aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'Windshield wipers - rain sensing', 'premium cloth Seat trim', 'driver and passenger Lumbar support', '60-40 split-bench Third row seats', 'Rear Park Assist Parking assist']"
2019 Chrysler 300,3.6LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80CRC131C021001.jpg,19 City / 30 Hwy,5 Passengers,8-spd auto w/OD,292 @ 6350 rpm,rear-wheel,"['3.6L V-6 Engine', '8-spd auto w/OD Transmission', '292 @ 6,350 rpm Horsepower', '260 @ 4,800 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '17"" painted aluminum Wheels', 'front air conditioning, dual zone automatic', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'cloth Seat trim', 'driver Lumbar support']"
2019 Chrysler Pacifica Hybrid,V-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70CRV101B021001.jpg, City /  Hwy,7 Passengers,1-spd auto, @  rpm,front-wheel,"['3.6L V-6 Engine', '1-spd auto Transmission', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" polished w/painted accents aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'Heated mirrors', 'cloth Seat trim', 'driver Lumbar support', '60-40 split-bench Third row seats', 'ParkSense with Stop Parking assist']"
2019 Chrysler Pacifica,3.6LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70CRV091A021001.jpg,18 City / 28 Hwy,7 Passengers,9-spd auto w/OD,287 @ 6400 rpm,front-wheel,"['3.6L V-6 Engine', '9-spd auto w/OD Transmission', '287 @ 6,400 rpm Horsepower', '262 @ 4,000 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'cloth Seat trim', '60-40 split-bench Third row seats', 'ParkSense with Stop Parking assist']"
2018 Chrysler 300,3.6LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80CRC131C021001.jpg,19 City / 30 Hwy,5 Passengers,8-spd auto w/OD,292 @ 6350 rpm,rear-wheel,"['3.6L V-6 Engine', '8-spd auto w/OD Transmission', '292 @ 6,350 rpm Horsepower', '260 @ 4,800 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '17"" painted aluminum Wheels', 'front air conditioning, dual zone automatic', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'cloth Seat trim', 'driver Lumbar support']"
2002 Daewoo Lanos,1.6LI-4,https://s.aolcdn.com/os/ab/img/icons/image_unavailable_376x212.png,26 City / 36 Hwy,5 Passengers,5-spd man w/OD,105 @ 5800 rpm,front-wheel,"['1.6L I-4 Engine', '5-spd man w/OD Transmission', '105 @ 5,800 rpm Horsepower', '106 @ 3,400 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2002 Daewoo Leganza,2.2LI-4,https://s.aolcdn.com/commerce/autodata/images/20DAGEA1.jpg,20 City / 29 Hwy,5 Passengers,5-spd man w/OD,131 @ 5200 rpm,front-wheel,"['2.2L I-4 Engine', '5-spd man w/OD Transmission', '131 @ 5,200 rpm Horsepower', '148 @ 2,800 rpm Torque', 'front-wheel Drive type', '15"" steel Wheels', 'front air conditioning, manual', 'AM/FM stereo, seek-scan Radio', 'Heated mirrors', 'cloth Seat trim', 'driver Lumbar support']"
2002 Daewoo Nubira,2.0LI-4,https://s.aolcdn.com/commerce/autodata/images/10DAGEB4.jpg,22 City / 31 Hwy,5 Passengers,5-spd man w/OD,129 @ 5400 rpm,front-wheel,"['2.0L I-4 Engine', '5-spd man w/OD Transmission', '129 @ 5,400 rpm Horsepower', '136 @ 4,400 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2001 Daewoo Lanos,1.6LI-4,https://s.aolcdn.com/commerce/autodata/images/10DAGEA2.jpg,26 City / 36 Hwy,5 Passengers,5-spd man w/OD,105 @ 5800 rpm,front-wheel,"['1.6L I-4 Engine', '5-spd man w/OD Transmission', '105 @ 5,800 rpm Horsepower', '106 @ 3,400 rpm Torque', 'front-wheel Drive type', '14"" steel Wheels', 'AM/FM stereo, seek-scan Radio', 'cloth Seat trim']"
2019 Dodge Charger,3.6LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90DOC201A021001.jpg,19 City / 30 Hwy,5 Passengers,8-spd w/OD,292 @ 6350 rpm,rear-wheel,"['3.6L V-6 Engine', '8-spd w/OD Transmission', '292 @ 6,350 rpm Horsepower', '260 @ 4,800 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '17"" silver aluminum Wheels', 'front air conditioning, dual zone manual', 'SiriusXM AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'cloth Seat trim', 'driver Lumbar support', 'ParkSense Parking assist']"
2019 Dodge Grand Caravan,3.6LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/CAC70DOV171A021001_2.jpg,17 City / 25 Hwy,7 Passengers,6-spd w/OD,283 @ 6400 rpm,front-wheel,"['3.6L V-6 Engine', '6-spd w/OD Transmission', '283 @ 6,400 rpm Horsepower', '260 @ 4,400 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" steel Wheels', 'front air conditioning, dual zone manual', 'rear air conditioning, with separate controls', 'AM/FM stereo, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'cloth Seat trim', '60-40 split-bench Third row seats']"
2019 Dodge Durango,3.6LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70DOS011A021001_3.jpg,19 City / 26 Hwy,5 Passengers,8-spd auto w/OD,293 @ 6400 rpm,rear-wheel,"['3.6L V-6 Engine', '8-spd auto w/OD Transmission', '293 @ 6,400 rpm Horsepower', '260 @ 4,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '18"" painted aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'AM/FM/Satellite-prep, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'Heated mirrors', 'cloth Seat trim']"
2019 Dodge Journey,2.4LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC60DOS041B021001_2.jpg,19 City / 25 Hwy,7 Passengers,4-spd w/OD,173 @ 6000 rpm,front-wheel,"['2.4L I-4 Engine', '4-spd w/OD Transmission', '173 @ 6,000 rpm Horsepower', '166 @ 4,000 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '17"" steel Wheels', 'front air conditioning, dual zone manual', 'AM/FM/Satellite-prep, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'premium cloth Seat trim', '50-50 bench Third row seats']"
2019 Ferrari 488 GTB,3.9LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC60FRC211A01301.jpg,15 City / 22 Hwy,2 Passengers,7-spd auto-shift man w/OD,660 @ 8000 rpm,rear-wheel,"['3.9L V-8 Engine', '7-spd auto-shift man w/OD Transmission', '660 @ 8,000 rpm Horsepower', '560 @ 3,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '20"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'AM/FM stereo, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'Navigation system']"
2019 Ferrari 812 Superfast,6.5LV-12,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80FRC241A01296.jpg,12 City / 16 Hwy,2 Passengers,7-spd auto-shift man w/OD,788 @ 8500 rpm,rear-wheel,"['6.5L V-12 Engine', '7-spd auto-shift man w/OD Transmission', '788 @ 8,500 rpm Horsepower', '529 @ 7,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '20"" silver forged aluminum Wheels', 'front air conditioning, dual zone automatic', 'SiriusXM AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'Navigation system', 'Parking assist']"
2019 Ferrari 488 Spider,3.9LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC60FRC221A01300.jpg,15 City / 22 Hwy,2 Passengers,7-spd auto-shift man w/OD,660 @ 8000 rpm,rear-wheel,"['3.9L V-8 Engine', '7-spd auto-shift man w/OD Transmission', '660 @ 8,000 rpm Horsepower', '560 @ 3,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '20"" silver forged aluminum Wheels', 'front air conditioning, dual zone automatic', 'AM/FM stereo, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'power Convertible top', 'Windshield wipers - rain sensing', 'leather Seat trim', 'Navigation system', 'Parking assist']"
2019 Ferrari GTC4Lusso,6.3LV-12,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70FRC231A01300.jpg,12 City / 17 Hwy,4 Passengers,7-spd auto-shift man w/OD,680 @ 8000 rpm,4RM Control all wheel,"['6.3L V-12 Engine', '7-spd auto-shift man w/OD Transmission', '680 @ 8,000 rpm Horsepower', '514 @ 5,750 rpm Torque', '4RM Control all wheel Drive type', 'ABS and driveline Traction control', '20"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver and passenger Lumbar support', 'Navigation system', 'Parking assist']"
