Car-Name,Engine,Image,MPG,Seating,Transmission,Power,Drivetrain,Features
2019 Mazda CX-3,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90MAS071A021001.jpg,29 City / 34 Hwy,5 Passengers,6-spd auto w/OD,148 @ 6000 rpm,front-wheel,"['2.0L I-4 Engine', '6-spd auto w/OD Transmission', '148 @ 6,000 rpm Horsepower', '146 @ 2,800 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver aluminum Wheels', 'front air conditioning, manual', 'AM/FM/Satellite-prep, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'cloth Seat trim']"
2019 Mazda Mazda3,2.5LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90MAC171A021001.jpg,26 City / 35 Hwy,5 Passengers,6-spd auto w/OD,186 @ 6000 rpm,front-wheel,"['2.5L I-4 Engine', '6-spd auto w/OD Transmission', '186 @ 6,000 rpm Horsepower', '186 @ 4,000 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver aluminum Wheels', 'front air conditioning, manual', 'AM/FM/HD/Satellite-prep, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'cloth Seat trim']"
2019 McLaren 720S,4.0LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80MLC061C021001.jpg,15 City / 22 Hwy,2 Passengers,Seamless Shift Gearbox 7-spd auto-shift man w/OD,710 @ 7500 rpm,rear-wheel,"['4.0L V-8 Engine', 'Seamless Shift Gearbox 7-spd auto-shift man w/OD Transmission', '710 @ 7,500 rpm Horsepower', '568 @ 5,500 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '1st row t-bar composite Sunroof', '19"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'SiriusXM AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'Windshield wipers - rain sensing', 'Alcantara simulated suede Seat trim', 'Navigation system', 'Parking assist']"
2019 McLaren 600LT,3.8LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC90MLC071A01296.jpg, City /  Hwy,2 Passengers,Seamless Shift Gearbox 7-spd auto-shift man w/OD,592 @ 7500 rpm,rear-wheel,"['3.8L V-8 Engine', 'Seamless Shift Gearbox 7-spd auto-shift man w/OD Transmission', '592 @ 7,500 rpm Horsepower', '457 @ 5,500 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '19"" silver forged aluminum Wheels', 'front air conditioning, dual zone', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'Alcantara simulated suede Seat trim', 'Parking assist']"
2019 McLaren 570S,3.8LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC60MLC041A021001.jpg,16 City / 23 Hwy,2 Passengers,Seamless Shift Gearbox 7-spd auto-shift man w/OD,562 @ 7500 rpm,rear-wheel,"['3.8L V-8 Engine', 'Seamless Shift Gearbox 7-spd auto-shift man w/OD Transmission', '562 @ 7,500 rpm Horsepower', '443 @ 5,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '19"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'SIRIUS AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'Navigation system', 'Parking assist']"
2018 McLaren 570GT,3.8LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC70MLC051A021001.jpg,16 City / 23 Hwy,2 Passengers,Seamless Shift Gearbox 7-spd auto-shift man w/OD,562 @ 7500 rpm,rear-wheel,"['3.8L V-8 Engine', 'Seamless Shift Gearbox 7-spd auto-shift man w/OD Transmission', '562 @ 7,500 rpm Horsepower', '443 @ 5,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '1st row fixed glass Sunroof', '19"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SIRIUS AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver and passenger Lumbar support', 'Navigation system', 'Parking assist']"
2019 Mercedes-Benz AMG GLE 63,5.5LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC60MBS461A021001.jpg,14 City / 18 Hwy,5 Passengers,7-spd w/OD,577 @ 5500 rpm,AMG Performance 4MATIC all wheel,"['5.5L V-8 Engine', '7-spd w/OD Transmission', '550 @ 5,750 rpm Horsepower', '516 @ 1,750 rpm Torque', 'AMG Performance 4MATIC all wheel Drive type', 'ABS and driveline Traction control', '1st row regular express open/close sliding and tilting glass Sunroof', '20"" silver AMG aluminum Wheels', 'front air conditioning, dual zone automatic', 'rear air conditioning, with separate controls', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'Nappa leather Seat trim', 'driver and passenger Lumbar support', 'COMAND APS with voice activation Navigation system', 'Parking Pilot Parking assist']"
2019 Mercedes-Benz AMG GT,4.0LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80MBCAR1B021001.jpg,16 City / 22 Hwy,2 Passengers,7-spd auto-shift man w/OD,469 @ 6000 rpm,rear-wheel,"['4.0L V-8 Engine', '7-spd auto-shift man w/OD Transmission', '469 @ 6,000 rpm Horsepower', '465 @ 1,700 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '19"" silver AMG aluminum Wheels', 'front air conditioning, dual zone automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Windshield wipers - rain sensing', 'MB-Tex/DINAMICA simulated suede/leatherette Seat trim', 'driver and passenger Lumbar support', 'COMAND with voice activation Navigation system', 'Active Parking Assist Parking assist']"
2019 Mercedes-Benz GLA 250,2.0LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80MBS711A021001.jpg,24 City / 33 Hwy,5 Passengers,7-spd auto-shift man w/OD,208 @ 5500 rpm,front-wheel,"['2.0L I-4 Engine', '7-spd auto-shift man w/OD Transmission', '208 @ 5,500 rpm Horsepower', '258 @ 1,250 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '18"" silver aluminum Wheels', 'front air conditioning, dual zone automatic', 'AM/FM/HD/Satellite-prep, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'front and rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'MB-Tex leatherette Seat trim', 'driver and passenger Lumbar support']"
2019 Mercedes-Benz S-Class,3.0LV-6,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC80MBC912A021001.jpg,18 City / 28 Hwy,5 Passengers,9-spd auto w/OD,362 @ 5500 rpm,4MATIC all wheel,"['3.0L V-6 Engine', '9-spd auto w/OD Transmission', '362 @ 5,500 rpm Horsepower', '369 @ 1,600 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '1st row exterior express open/close tilting glass Sunroof', '18"" machined aluminum Wheels', 'front air conditioning, dual zone THERMOTRONIC automatic', 'driver and front passenger heated-cushion, heated-seatback Heated front seats', 'SiriusXM AM/FM/HD/Satellite, seek-scan Radio', '2 - 1st row LCD monitor', 'keyfob (all doors) Remote keyless entry', 'rear Fog/driving lights', 'Heated mirrors', 'Windshield wipers - rain sensing', 'leather Seat trim', 'driver and passenger Lumbar support', 'COMAND with voice activation Navigation system', 'PARKTRONIC w/Active Parking Assist Parking assist']"
2011 Mercury Grand Marquis,4.6LV-8,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC10MEC021A0101.jpg,16 City / 24 Hwy,6 Passengers,4-spd auto w/OD,224 @ 4800 rpm,rear-wheel,"['4.6L V-8 Engine', '4-spd auto w/OD Transmission', '224 @ 4,800 rpm Horsepower', '275 @ 4,000 rpm Torque', 'rear-wheel Drive type', 'ABS and driveline Traction control', '17"" painted aluminum Wheels', 'front air conditioning, automatic', 'AM/FM stereo, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'Heated mirrors', 'leather Seat trim', 'driver and passenger Lumbar support']"
2011 Mercury Mariner,2.5LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC10MES021B0101.jpg,21 City / 28 Hwy,5 Passengers,6-spd auto w/OD,171 @ 6000 rpm,front-wheel,"['2.5L I-4 Engine', '6-spd auto w/OD Transmission', '171 @ 6,000 rpm Horsepower', '171 @ 4,500 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" painted aluminum Wheels', 'front air conditioning, manual', 'AM/FM/Satellite, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'premium cloth Seat trim']"
2011 Mercury Mariner Hybrid,2.5LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC10MES032A0101.jpg,34 City / 31 Hwy,5 Passengers,2-spd CVT w/OD,155 @ 6000 rpm,front-wheel,"['2.5L I-4 Engine', '2-spd CVT w/OD Transmission', '155 @ 6,000 rpm Horsepower', '136 @ 4,500 rpm Torque', 'front-wheel Drive type', '16"" machined aluminum Wheels', 'front air conditioning, dual zone automatic', 'AM/FM/Satellite, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'front Fog/driving lights', 'premium cloth Seat trim']"
2011 Mercury Milan,2.5LI-4,https://s.aolcdn.com/dims-global/dims3/GLOB/legacy_thumbnail/788x525/quality/85/https://s.aolcdn.com/commerce/autodata/images/USC10MEC102A0101.jpg,22 City / 31 Hwy,5 Passengers,6-spd man w/OD,175 @ 6000 rpm,front-wheel,"['2.5L I-4 Engine', '6-spd man w/OD Transmission', '175 @ 6,000 rpm Horsepower', '172 @ 4,500 rpm Torque', 'front-wheel Drive type', 'ABS and driveline Traction control', '16"" silver aluminum Wheels', 'front air conditioning, manual', 'AM/FM/Satellite, seek-scan Radio', 'keyfob (all doors) Remote keyless entry', 'Heated mirrors', 'premium cloth Seat trim', 'driver Lumbar support']"
